2011,Audi #2 Audi Sport Team Joest R15++ TDI
2004,Audi #5 Audi Sport Japan Team Goh R8
1998,Ferrari #12 Risi Competizione F333 SP
1998,Ferrari #30 MOMO Doran Racing F333 SP
2012,Audi #1 Audi Team Joest R18 e-tron quattro
2014,Audi #2 Audi Team Joest R18 e-tron quattro
2011,Peugeot #10 Team Matmut 908
2009,Peugeot #9 Peugeot Sport Total 908
